어휘,품사,뜻풀이
김산향교,품사 없음,경상북도 김천시에 있는 향교. 조선 태조 1년(1392)에 처음 세워졌으나l 임진왜란 때 소실되었다가 인조 12년(1634)에 다시 세워졌다. 경상북도 유형 문화재이다.
김삼,명사,산에서 나는 삼.
김삼룡ㆍ이주하사건,품사 없음,1948년 대한민국 정부 수립을 전후하여l 남한 정부 전복을 기도하던 김삼룡과 이주하가 1950년 3월에 체포된 사건. 북한은 조만식과 이들을 교환하자고 제안하였으나 성사되지 못하였고l 김삼룡과 이주하는 육이오 전쟁 발발 직후 처형되었다.
김삼현,명사,조선 숙종 때의 시인(?~?). 벼슬이 절충장군(折衝將軍)에 이르렀으나l 벼슬을 내놓고 강호에 은거하여 시를 지으며 소일하였다. 시조 6수가 ≪청구영언≫l ≪가곡원류≫l ≪해동가요≫에 실려 전한다.
김삿갓,명사,‘김병연’의 다른 이름. 늘 삿갓을 쓰고 다녔다 하여 이렇게 이른다.
김삿갓계곡,품사 없음,강원도 영월군 김삿갓면에 있는 계곡. 물이 맑고 깨끗하며l 자연환경이 잘 보존되어 있다. 인근에 김삿갓의 묘가 있다.
김삿갓면,명사,강원도 영월군에 있는 면. 응봉산ㆍ선달산ㆍ운교산 등 높은 산으로 둘러싸여 있으며l 동서로 흐르는 하천 주변에 주거지가 형성되어 있다. 김삿갓의 묘와 김삿갓 문학관l 김삿갓 계곡l 영월 고씨굴l 조선 민화 박물관 등의 명소가 있다. 2009년에 하동면에서 현재의 이름으로 바뀌었다. 2020년 강원도 영월군청 누리집을 기준으로 면적은 171.55㎢.
김삿갓설화,품사 없음,조선 후기의 방랑 시인 김병연에 관한 설화. 주로 김병연의 기이한 행동과 행적에 대한 내용을 담고 있다. ≪김립시집(金笠詩集)≫에 실려 전한다.
김상기,명사,고려 초기의 문신(1031~?). 선종 1년(1084)에 이부 시랑으로 동지공거를 겸하였고l 참지정사로 국사(國史)를 편찬하였다.
김상리,명사,조선 후기의 학자(1732~1806). 자는 이흡(而洽). 호는 송와(松窩). 학문으로 천거되어 예빈시의 주부(主簿)를 지내고 만년에는 고향에서 후진을 양성하였다. 저서에 ≪송와집≫이 있다.
김상만,명사,언론인(1910~1994). 호는 석촌(惜村)ㆍ일민(一民). 신문 윤리 위원l 아시아 신문 재단 명예 회장 등을 지냈다. 1975년 자유의 금펜상l 1982년 대한민국 국민 훈장 무궁화장 등을 받았다.
김상복,명사,조선 후기의 문신(1714~1782). 자는 중수(仲受). 호는 직하(稷下)ㆍ자연(自然). 영조 16년(1740)에 알성 문과에 급제하고l 영의정에 이르렀다. 영조 51년(1775)에 영조가 세손(世孫)에게 나라에 관계되는 사무를 대리시키고자 할 때 반대하여 유배되었다.
김상성,명사,조선 후기의 문신(1703~1755). 자는 사정(士精). 호는 도계(陶溪)ㆍ손곡(損谷). 시호는 문헌(文憲). 경종 3년(1723)에 정시 문과(庭試文科)에 급제하여 응교l 대사간l 호조 판서l 예조 판서 등을 지냈다. 문장에 능하였으며l 특히 소장(疏章)을 잘 지어 이름이 높았다.
김상숙,명사,조선 후기의 문신(1717~1792). 자는 계윤(季潤). 호는 배와(?窩)ㆍ초루(草樓). 영조 20년(1744)에 진사가 되고 군수 등을 거쳐 첨지중추부사(僉知中樞府事)에 이르렀다. 글씨에 <영상황보인표(領相皇甫仁表)>가 있다.
김상옥,명사,독립운동가(1901~1969). 3ㆍ1 운동 후 만주 천마산(天摩山)을 근거로 독립군을 조직하고 국내에 잠입하여 주재소 등을 습격하였다. 1923년에는 주만 참의부(駐滿參議部) 중대장으로 활약하였다.
김상용,명사,조선 중기의 문신(1561~1637). 자는 경택(景擇). 호는 선원(仙源)ㆍ풍계(楓溪)ㆍ계옹(溪翁). 인조반정 후에 대사헌l 형조 판서l 우의정을 지냈다. 병자호란 때 왕족을 호종하고 강화로 피난했다가 이듬해 강화산성이 함락되자 자살하였다. 작품에 <오륜가(五倫歌)> 5편l <훈계자손가(訓戒子孫歌)> 9편 따위가 있다.
김상집,명사,조선 후기의 문신(1723~?). 자는 사능(士能). 영조 31년(1755)에 정시 문과에 급제하고l 대사간ㆍ한성부 판윤ㆍ형조 판서ㆍ예조 판서ㆍ공조 판서ㆍ우참찬을 지냈으며 문장에 능하였다.
김상철,명사,조선 후기의 문신(1712~1791). 자는 사보(士保). 호는 화서(華西). 영조 12년(1736)에 정시 문과에 급제하고l 충청도 관찰사ㆍ영의정을 지냈다. ≪동국문헌비고≫l ≪신묘중광록(辛卯重光錄)≫을 편찬하였다.
김상헌,명사,조선 중기의 문신(1570~1652). 자는 숙도(叔度). 호는 청음(淸陰)ㆍ석실산인(石室山人)ㆍ서간노인(西磵老人). 대제학l 이조 판서l 예조 판서l 공조 판서l 병조 판서를 지냈다. 저서에 ≪야인담록(野人談錄)≫ㆍ≪풍악문답(?岳問答)≫ 따위가 있고l ≪청구영언≫ 따위의 가곡집에 시조 4수가 전한다.
김상혁,명사,조선 철종 때의 수학자(?~?). 실학파 학자로서 청나라를 통해 서양 수학을 국내에 소개하고 보급하였다. 저서에 ≪산술관견(算術管見)≫이 있다.
김상훈,명사,시인ㆍ평론가(1919∼1987). 경상남도 거창 출신이다. 광복 이후 조선 문학가 동맹에 들어가 활동했다. 1946년에 ≪전위 시인집≫을 김광현(金光現)?박산운(朴山雲)?유진오(兪鎭五)?이병철(李秉哲) 등과 함께 공동으로 출간하였다. 광복 이후 활발하게 작품 활동을 하다가 한국 전쟁 당시 월북하였다. 독특한 서정성으로 프롤레타리아 시문학의 한계를 극복했다는 평가를 받으며l 주요 작품으로 시집 ≪대열(隊列)≫l ≪가족≫과 평론 <테러 문학론> 따위가 있다.
김새다,동사,(속되게) 흥이 깨지거나 맥이 빠져 싱겁게 되다.
김생,명사,신라 때의 명필(711~?). 자는 지서(知瑞). 예서l 행서l 초서에 능하여 해동(海東)의 서성(書聖)이라고 불렸다. 작품에 백률사의 석당기(石幢記)와 창림비(昌林碑)의 비문 따위가 있다.
김생원댁지신풀이,품사 없음,동래 지신밟기의 셋째 마당. 본래 집집마다 지신풀이를 하는 것이지만 편의상 김 생원 댁에서만 하는 것으로 가상한 놀이인데 대청 지신풀이l 큰방 성주풀이l 각방 치장풀이l 조왕 지신풀이l 우물 지신풀이l 장독 지신풀이l 고방 지신풀이l 마구간 지신풀이l 뒷간 지신풀이l 삽짝 지신풀이로 이루어져 있다.
김서,명사,고려 말기의 무신(?~?). 1374년 공민왕이 살해되자 판밀직사사로서 원나라에 가서 이 사실을 알렸다. 북원에서 심양왕 고(暠)의 손자 터터부카를 고려의 왕으로 삼으려 하자 이를 고려 조정에 보고하여 터터부카의 즉위를 막았다.
김 서림,품사 없음,안과 밖의 온도 차이로 인해 수증기가 물방울을 지어 엉김.
김서현,명사,신라 때의 장군(?~?). 김유신의 아버지로 양주 총관(良州摠管)이 되어 백제와의 싸움에서 여러 차례 공을 세웠다. 고구려의 낭비성을 함락시켰다.
김석견,명사,고려 말기의 공신(?~1346). 충숙왕 때 밀직부사를 지내고l 충혜왕 2년(1332) 조적(曺?)의 난 때 왕을 시종한 공으로 일등 공신에 올랐다.
김석문,명사,조선 시대의 학자(1658~1735). 자는 병여(炳如). 호는 대곡(大谷). 역학에 조예가 깊어 ≪역학도해(易學圖解)≫를 저술하였으며l 숙종 때 유일(遺逸)로 천거되어 통천(通川) 군수를 지냈다.
김석신,명사,조선 후기의 화가(1758~?). 자는 군익(君翼). 호는 초원(蕉園). 도화서의 화원으로 사과를 지냈고 주로 서울 근교의 실경을 그렸다.
김석주,명사,조선 시대의 문신(1634~1684). 자는 사백(斯百). 호는 식암(息庵). 현종 3년(1662)에 증광 문과에 급제하고l 우의정을 지냈다. 서인(西人)으로서 남인(南人)과의 당파 싸움에 앞장섰으나l 같은 서인의 소장파로부터 반감을 샀고l 이것이 노론(老論)ㆍ소론(少論) 분열의 원인이 되었다.
김석준,명사,구한말의 문신ㆍ서예가(1831~1915). 자는 희보(姬保). 호는 소당(小棠)ㆍ묵지도인(墨指道人)ㆍ효리재(孝里齋)ㆍ연백당(硏白堂). 벼슬은 첨지중추부사에 이르렀고l 많은 회인시(懷人詩)를 남겼다. 북조풍(北朝風)의 예서(隷書)와 지두서(指頭書)에도 능하였다.
김석진,명사,구한말의 문신ㆍ우국지사(1843~1910). 자는 경소(景召). 호는 오천(梧泉). 철종 11년(1860)에 정시 문과에 급제하고 지평l 사간 등을 거쳐 형조 판서를 지냈다. 1905년에 을사조약이 체결된 후 오적신(五賊臣)의 처형을 주장하였고l 1910년에 국권이 강탈되자 자살하였다.
김석창,명사,조선 후기의 명창(?~?). 이동백l 김창룡 등과 함께 고종l 순종 양대의 명창으로 꼽힌다. 특히 <춘향가>를 잘 불렀다.
김선,명사,중국 명나라 때의 정치가(1368~1431). 자는 유자(幼孜). 한림학사(翰林學士)l 호부 좌시랑(戶部左侍郞)l 예부 상서(禮部尙書) 등을 역임했다. 성조(成祖)의 막북 원정을 따라 다니며 ≪북정록(北征錄)≫ 을 저술하고l 실록 편찬에도 참가했다. 그 밖의 저서로 ≪금문정공집(金文靖公集)≫ 10권 등이 있다.
김선치,명사,고려 말기의 무신(1318~1398). 공민왕 때 홍건적을 물리쳐 일등 공신이 되고 전리판서(典理判書)를 지냈다. 우왕 초에 투항해 온 일본 해적 후지 쓰네미쓰(藤經光)의 무리를 유인하여 죽이려다 실패하여 수졸(戍卒)로 충군(充軍)되었으나l 후에 낙성군(洛城軍)에 봉하여졌다.
김선평,명사,고려 초기의 공신(?~?). 본관은 안동(安東). 고창 성주(古昌城主)로서 권행(權幸)ㆍ장정필(張貞弼)과 더불어 고려 태조 13년(930)에 고창 전투에서 태조를 도와 후백제의 견훤을 물리치고l 그 공으로 대광(大匡)에 임명되었다.
김성,명사,‘짐승’의 방언
김성곤,명사,실업인ㆍ정치가(1913~1975). 호는 성곡(省谷). 1936년에 보성 전문학교를 졸업하고 동양 통신 사장을 거쳐 국회 의원이 되어 공화당 재정 위원장l 중앙 위원회 의장 등 국회의 요직을 맡아 활동하였다. 또한 쌍룡 양회l 쌍룡 산업의 회장을 지내는 등 재계에서도 활약하였다.
김성근,명사,구한말의 문신ㆍ서예가(1835~1919). 자는 중원(仲遠). 호는 해사(海士). 철종 13년(1862)에 정시 문과에 급제하고l 이조 판서ㆍ전라도 관찰사ㆍ탁지부 대신을 지냈다. 서예에 뛰어났는데 특히 미남궁체(米南宮體)를 잘 썼다.
김성기,명사,조선 시대의 음악가(?~?). 일명 성기(聲起). 자는 자호(子湖)ㆍ대재(大哉). 호는 조은(釣隱)ㆍ어은(漁隱)ㆍ낭옹(浪翁)ㆍ어옹(漁翁). 원래 활을 만드는 조궁장(造弓匠)이었으나 활을 버리고 거문고를 배워 많은 제자들을 양성하였다. 퉁소l 비파l 가창(歌唱)에도 능하였다. 시를 잘하여 <강호가(江湖歌)> 5수와 기타 3수가 ≪해동가요≫에 실려 전한다.
김성대,명사,양주 별산대놀이의 연희자(1907~1970). 6ㆍ25 전쟁 이후 인멸의 위기에 놓였던 양주 별산대놀이를 김성태(金星泰)와 함께 복원하였으며l 탈의 제작에도 관여하였다. 저서에 ≪양주 별산대놀이≫가 있다.
김성수,명사,정치가ㆍ교육가(1891~1955). 호는 인촌(仁村). 경성 방직과 ≪동아일보≫를 창설하고 보성 전문학교l 중앙 학교를 인수하여 경영하였다. 한국 민주당 당수l 민주 국민당 최고 위원을 지냈다. 1950년에 제2대 부통령에 당선되었으나l 이듬해에 이승만 정권의 독재에 반대하는 성명을 내고 사임하였다.
김성숙,명사,독립운동가(1898~1969). 호는 운암(雲巖). 3ㆍ1 운동에 참여하여 옥고를 치르고l 중국 베이징으로 망명하여 혁명 단체인 창일당(創一黨)을 조직하였다. 임시 정부 국무 위원으로 활약하다가 8ㆍ15 광복 후 귀국하였다.
김성옥,명사,조선 순조 때의 판소리 명창(?~?). 진양조장단을 처음으로 판소리에 응용하였다.
김성응,명사,조선 후기의 무신(1699~1764). 자는 군서(君瑞). 영조 4년(1728) 이인좌의 난 후 무신 장붕익(張鵬翼)의 추천으로 사복시 내승으로 기용되었다. 어영대장l 병조 판서를 지냈다.
김성일,명사,조선 중기의 문신ㆍ학자(1538~1593). 자는 사순(士純). 호는 학봉(鶴峯). 선조 1년(1568)에 증광 문과에 급제하고l 1590년에 통신 부사로서 일본에 가서 실정을 살핀 후l 침략의 우려가 없다고 보고하였다. 임진왜란이 일어나자 경상우도 관찰사로 임명되어 의병 규합l 군량미 확보 등에 힘썼다. 저서에 ≪학봉집≫l ≪상례고증(喪禮考證)≫ 따위가 있다.
김성일종가고문서,품사 없음,경상북도 안동시 학봉 종택에 소장되어 있는 조선 시대의 고문서. 조선 시대의 문신인 김성일의 종가에 내려온 문서 중에서 교서(敎書)l 교첩(敎牒)l 시권(試券) 따위의 17종 24점이 일괄 지정되었다. 우리나라 보물이다.
김성일종가전적,품사 없음,경상북도 안동시 학봉 종택에 소장되어 있는 조선 시대의 전적. 조선 시대의 문신인 김성일의 종가에 내려온 전적 중에서 ≪국조오례의≫l ≪삼강행실도≫l ≪북벌일기≫ 따위의 56종 261책이 일괄 지정되었다. 우리나라 보물이다.
김성주,명사,청년 운동가(?~1954). 중국에서 독립운동을 하다가 8ㆍ15 광복 후 서북 청년회 따위를 조직하여 활약하였다. 이승만 정권에 반대하다가 일생을 마쳤다.
김성탄,명사,중국 청나라 때의 문예 비평가(1610?~1661). 본명은 장채(張采). 자는 성탄(聖嘆). ≪장자≫l <이소(離騷)>l ≪사기≫l 두시(杜詩)l <수호전>l <서상기> 따위를 평론하여 ≪성탄재자서≫로 내놓았다.
김성호,명사,독립운동가(1891~?). 3ㆍ1 운동 후 만주로 망명하여 대한 정의 군정사ㆍ광복군 총영 등에 가입하고l 1920년에 결사대원으로 국내에 잠입하여l 선천 경찰서를 폭파하고 체포되었다.
김세균,명사,조선 후기의 문신(1812~1879). 자는 공익(公翼). 호는 만재(晩齋). 헌종 7년(1841)에 정시 문과에 급제하고 대사헌l 이조 판서를 지냈다. 왕명으로 ≪기년아람≫의 속편을 편찬하였다. 저서에 ≪완염통고(琬炎通考)≫가 있다.
김세렴,명사,조선 중기의 문신ㆍ학자(1593~1646). 자는 도원(道源). 호는 동명(東溟). 인조 14년(1636)에 통신부사로 일본을 다녀왔으며 황해도 관찰사 등 외직에 있으면서 ≪근사록≫l ≪소학≫ 따위를 간행하여 도민 교화에 힘썼다. 저서에 ≪동명집≫이 있다.
김세완,명사,법조인(1894~1973). 경성 지방 법원 판사l 제주 지방 법원장l 대법원 대법관과 심계원장l 국민 대학교 학장을 지냈다.
김세종,명사,조선 철종 때의 판소리 명창ㆍ이론가(?~?). 동편제 소리를 이은 명창으로l 신재효의 지도를 받아 판소리 이론의 제일인자가 되었다. 특히 <춘향가>의 천자뒤풀이를 잘 부른 것으로 유명하다.
김소랑,명사,신파극 운동가(?~?). 본명은 현(顯). 1911년 혁신단에 참가하여 처음으로 신극 운동에 참여하였으며l 1918년에 극단 취성좌(聚星座)를 조직하고l 주로 외국 희곡을 공연하여 신극 발전에 공헌하였다.
김소운,명사,시인ㆍ수필가(1907~1981). 호는 소운(巢雲)l 필명은 삼오당(三誤堂). ≪조선 민요집≫l ≪조선 시집≫ 따위의 한국 작품을 일본에 소개하였고l 수필집에 ≪목근통신(木槿通信)≫ 따위가 있다.
김소월,명사,시인(1902~1934). 본명은 정식(廷湜). 김억의 영향으로 문단에 등단하였고l 1922년에 ≪개벽≫에 대표작 <진달래꽃>을 발표하였다. 민요적인 서정시를 썼으며 작품에 <산유화(山有花)>l <접동새> 따위가 있고 시집 ≪진달래꽃≫l ≪소월 시집≫ 따위가 있다.
김소재,명사,조선 세종 때의 음악가(?~?). 특히 아쟁에 능하였다.
김소진,명사,작가(1963~1997). 도시 서민들의 곤궁한 삶과 사회 체제에서 낙오한 사람들에 대한 연민과 공감을 통해 공동체적 삶의 현장을 깊이 있게 그려 냈다는 평가를 받았다. 대표작으로 <열린 사회와 그 적들>(1993)l <자전거 도둑>(1996) 따위가 있다.
김소행,명사,조선 시대의 문인(1765~1859). 자는 평중(平仲). 호는 죽계(竹溪). 벼슬을 하지 않고 은사(隱士)로 일생을 마쳤다. 작품에 ≪삼한습유≫가 있다.
김속명,명사,고려 시대의 문신(?~1386). 감찰집의l 삼사우사로 있으면서 권력에 굴하지 아니하고 잘못을 바로잡는 데 힘써 주위의 미움을 받던 중l 반야(般若)의 사건에 실언하여 불경죄로 문의현(文義縣)에 귀양 가서 죽었다.
김수,명사,조선 시대의 문신(1547~1615). 자는 자앙(子?). 호는 몽촌(夢村). 우참판ㆍ영중추부사를 지냈으며l 왕명으로 ≪십구사략(十九史略)≫을 주해하였다. 저서에 ≪몽촌집≫이 있다.
김수강,명사,고려 중기의 문신(?~?). 문과에 급제하여 직사관이 되었으며l 시어사로 있을 때 몽고군의 침입으로 임금이 강화에 천도하게 되자l 사신으로 몽고에 가 군대를 철수하게 하였다. 뒤에 중서사인에 이르렀다.
김수근,명사,조선 시대의 문신(1798~1854). 자는 회부(晦夫). 호는 계산초로(溪山樵老). 이조 참판l 공조 판서l 이조 판서l 대사헌l 한성부 판윤 따위를 지냈다. 저서에 ≪삼연선생연보(三淵先生年譜)≫가 있다.
김수동,명사,조선 시대의 문신(1457~1512). 자는 미수(眉?). 호는 만보당(晩保堂). 연산군 12년(1506)에 중종반정에 참여하여 영의정에 올랐다.
김수령,명사,조선 시대의 문신(1436~1473). 자는 이수(??). 호는 소양당(素養堂). ≪세조실록≫ㆍ≪예종실록≫의 편찬에 참여하였고l 세조 9년(1463)에 양성지ㆍ서거정 등과 함께 ≪동국통감≫을 편찬하였다.
김수로,명사,‘수로왕’의 본명.
김수로왕,명사,가야의 시조(始祖)(?~199). 일명 수릉(首陵). 하늘로부터 김해의 구지봉에 내려와 육 가야를 세웠다는 여섯 형제의 맏이로l 김해 김씨의 시조이다. 재위 기간은 42~199년이다.
김수로왕신화,품사 없음,가야의 시조 김수로왕의 탄생과 생애l 그리고 죽음에 대한 이야기를 담고 있는 신화. 하늘에서 내려온 6개의 황금알 가운데에서 가장 먼저 태어난 김수로왕이 금관가야를 건국한다는 건국 신화이기도 하다. ≪삼국유사≫의 <가락국기(駕洛國記)>에 실려 전한다.
김수민,명사,구한말의 의병장(?~1908). 일명 수민(守民). 동학 농민 운동 때 농민군에 가담하였고l 융희 1년(1907)에 13도 총도독(十三道總都督)으로서 의병을 모집하여 일본군을 공격하였으며l 화약ㆍ탄약 만드는 기술이 뛰어났다. 항일 투쟁 중 체포되어 옥중에서 자결하였다.
김수악,명사,무용가(1926~2009). 본명은 순녀(順女). 1967년에 우리나라 국가 무형 문화재인 진주 검무의 검무l 장고의 보유자로 지정되었으나l 2009년 사망으로 해제되었다.
김수영,명사,시인(1921~1968). 모더니스트로 출발하여 지성과 감성의 조화를 이룬 작품으로 평가를 받았으며l 4ㆍ19 혁명 이후 현실 비판 의식과 저항 정신을 바탕으로 한 참여시를 썼다. 작품에 시집 ≪달나라의 장난≫l ≪거대한 뿌리≫ 따위가 있고 산문집 ≪시여 침을 뱉어라≫ 따위가 있다.
김수영문학관,품사 없음,서울특별시 도봉구에 있는 문학관. 김수영 시인의 생애와 작품 세계를 기리기 위하여 설립되었다. 2013년에 개관하였으며l 시와 산문 육필 원고와 저서l 유품 등을 전시하고 있다.
김수영문학상,품사 없음,시인 김수영의 문학 정신을 기리기 위하여 1981년에 제정한 문학상. 1981년부터 시작되었으며l 매년 시 한 편씩을 선정하여 시상한다.
김수온,명사,조선 시대의 학자(1410~1481). 자는 문량(文良). 호는 괴애(乖崖)ㆍ식우(拭?). 세종 27년(1445)에 승문원 교리로서 ≪의방유취≫ 편찬에 참여하였고l 공조 판서ㆍ영중추부사를 지냈다. 불교에 조예가 깊어 ≪금강경≫ 따위의 불경을 국역ㆍ간행하였다.
김수장,명사,조선 시대의 문인ㆍ가객(歌客)(1690~?). 자는 자평(子平). 호는 노가재(老歌齋)ㆍ십주(十洲). 김천택과 함께 경정산 가단을 결성하여 시조 보급에 힘썼고 ≪해동가요≫를 편찬하였다.
김수증,명사,조선 시대의 문신(1624~1701). 자는 연지(延之). 호는 곡운(谷雲). 숙종 15년(1689) 기사환국으로 동생 수항이 사사(賜死)되고 이듬해 동생 수흥도 배소(配所)에서 죽자 벼슬을 그만두고 곡운산(谷雲山)에서 은거하였다. 저서에 ≪곡운집≫이 있다.
김수철,명사,조선 후기의 화가(?~?). 자는 사익(士益). 호는 북산(北山). 산수l 화훼(花卉) 따위를 잘 그렸으며 필치가 거칠고 간략하면서도 점ㆍ선을 자유자재로 구사하고 담채(淡彩)를 써서 특이한 화풍을 보였다. 작품에 <산사만종도(山寺晩鐘圖)>l <강산매림도(江山梅林圖)>l <설경산수도(雪景山水圖)> 따위가 있다.
김수항,명사,조선 중기의 문신(1629~1689). 자는 구지(久之). 호는 문곡(文谷). 효종 2년(1651)에 알성 문과에 장원 급제를 하고l 서인(西人)으로 대제학ㆍ영의정을 지냈다. 숙종 15년(1689) 기사환국으로 남인(南人)이 재집권하자 진도(珍島)에 유배되어 사사(賜死)되었다. 저서에 ≪문곡집≫l ≪송강행장(松江行狀)≫ 따위가 있다.
김수홍,명사,조선 시대의 문신(1601~1681). 자의 대비(慈懿大妃) 복상 문제와 청나라ㆍ명나라 연호 사용 문제로 송시열과 반목하였다.
김수흥,명사,조선 시대의 문신(1626~1690). 자는 기지(起之). 호는 퇴우당(退憂堂)ㆍ동곽산인(東郭散人). 호조 판서ㆍ판의금부사ㆍ영의정을 지냈으며l 기사환국 때 왕세자 계승 문제로 송시열과 함께 유배되어 배소(配所)에서 죽었다. 저서에 ≪퇴우당집≫l ≪퇴우만필≫ 따위가 있다.
김숙자,명사,조선 시대의 학자(1389~1456). 자는 자배(子培). 호는 강호산인(江湖山人). 사재감 부정ㆍ성균관 사예 등을 지냈으며l 길재의 학통을 전승하여 정주학(程朱學)을 발전시켰다.
김숙정,명사,신라 하대에 당나라에 파견된 숙위 학생(?~?). 헌덕왕(憲德王) 17년(825) 신라 조정에서 수학(受學) 연한이 지났는데도 귀국하지 않고 체류하고 있는 학생들을 귀국시켜 줄 것을 당나라에 요청하였다. 이때 박계업(朴季業) 등과 함께 귀국한 유학생 중 한 명이다.
김순남,명사,작곡가(1917~1986). 서울 출신으로l 한국 최초의 현대 음악을 작곡했다고 알려져 있으며l 최초의 해방 가요인 <건국 행진곡>을 작곡하였다.
김순명,명사,조선 시대의 문신(1435~1487). 자는 거이(居易). 세조 2년(1456)에 문과에 급제하고 교서관 정자(校書館正字)l 호조 정랑 등을 거쳐 관찰사를 지냈다. 세조 13년(1467)에 이시애의 난을 평정하여 적개공신 이등이 되고l 성종 때 좌리공신 사등이 되어 청릉군(淸陵君)에 봉하여졌다.
김순석,명사,시인(1921~1974). 함경북도 나남 출신으로 1934년에 가족과 함께 북간도로 이주하여 7년 동안 살았다. 그는 해방과 함께 고국으로 돌아왔고l 1945년 시 <산향>을 발표하면서 작품 활동을 시작했다. 방언과 순우리말을 사용하여 민족적이고 향토적인 작품 세계를 만들어 나간 시인으로 평가받는다. 1956년부터 1958년까지 작가 동맹 중앙 위원회의 시분과 위원장을 지낸 바 있다. 주요 작품으로는 시집 ≪영웅의 땅≫l ≪찌플래스의 등잔불≫l ≪황금의 땅≫l ≪호수가의 모닥불≫ 따위가 있다.
김순의,명사,조선 전기의 의관(醫官)(?~?). 세종l 문종l 단종l 세조의 4대를 모신 전의(典醫)로 ≪의방유취≫l ≪침구택일≫의 편찬에 참여하였다. 저서에 ≪식료찬요≫가 있다.
김숭겸,명사,조선 시대의 시인(1682~1700). 자는 군산(君山). 호는 관복암(觀復庵). 13세 때부터 시를 짓기 시작하여 주로 세상을 비판하는 시 300여 수를 남겼다. 저서에 ≪관복암유고(觀復庵遺稿)≫가 있다.
김승,명사,‘짐승’의 방언
김승주,명사,고려 말기ㆍ조선 전기의 무신(1354~1424). 창왕 원년(1389)에 풍주(?州)의 수령으로 왜구 격퇴에 공을 세웠으며l 조선 개국 후 평양 부윤l 병조 판서를 지냈다.
김승학,명사,독립운동가(1881~1965). 자는 우경(愚敬). 호는 희산(希山). 국권 강탈 후 만주로 망명하여 상하이(上海) 임시 정부에서 항일 독립운동을 전개하였고l 임시 정부 기관지인 ≪독립신문≫ 사장을 지냈다. 저서에 ≪대한 독립사≫가 있다.
김승호,명사,배우(1918~1968). 본명은 김해수(金海壽). 1946년 영화 <자유 만세>로 데뷔하였고 350여 편의 영화에 출연하였으며 연극에도 참여하였다. 영화인 협회 이사장을 지냈다.
김시,명사,조선 중기의 화가(1524~1593). 자는 계수(季綏). 호는 양송당(養松堂)ㆍ취면(醉眠)ㆍ양송헌(養松軒)ㆍ양송거사(養松居士). 인물l 산수l 마소l 초충(草蟲) 따위를 잘 그렸다. 작품에 <청산모우도(靑山暮雨圖)>l <여인사생도(麗人寫生圖)> 따위가 있다.
김시묵,명사,조선 시대의 문신(1722~1772). 자는 이신(爾愼). 정조의 장인으로 호조 판서l 좌찬성 등을 지냈다.
김시민,명사,조선 전기의 무신(1554~1592). 자는 면오(勉吾). 임진왜란 때 왜적을 격파하여 영남우도 병마절도사로 특진하고l 진주성에서 분전하다가 전사하였다.
김시민선무공신교서,품사 없음,경상남도 진주시 국립 진주 박물관에 소장되어 있는 교서. 진주 대첩에서 승리한 김시민에게 내린 것으로l 그의 공적과 포상 내역이 기록되어 있다. 우리나라 보물이다.
김시습,명사,조선 전기의 학자(1435~1493). 자는 열경(悅卿). 호는 매월당(梅月堂)ㆍ동봉(東峯)ㆍ청한자(淸寒子)ㆍ벽산청은(碧山淸隱)ㆍ췌세옹(贅世翁). 생육신의 한 사람으로l 승려가 되어 방랑 생활을 하며 절개를 지켰다. 유ㆍ불(儒佛) 정신을 아울러 포섭한 사상과 탁월한 문장으로 일세를 풍미하였다. 한국 최초의 한문 소설 <금오신화>를 지었고l 저서에 ≪매월당집≫이 있다.
김시습초상,품사 없음,서울특별시 종로구 불교 중앙 박물관에 소장되어 있는 조선 시대의 초상화. 김시습이 담홍색 포(袍)를 입고 갓을 쓴 채 두 손을 앞으로 모아 포개어 잡은 반신상(半身像)을 그렸다. 전체적으로 옅은 연주황색과 그보다 약간 짙은 색상이 잘 조화되어 있는 것이 특징이다. 우리나라 보물이다.
김시약,명사,조선 중기의 무신(?~1627). 선조 29년(1596)에 괴산(槐山) 선봉장으로 창의병을 거느리고 왜군을 격파하였다. 정유재란 때 통영 군관을 거쳐 창성부 첨절제사가 되었다. 정묘호란 때 성이 함락되자 두 아들과 함께 적의 포로가 되어 순절하였다.
김시양,명사,조선 시대의 문신(1581~1643). 자는 자중(子中). 호는 하담(荷潭). 인조 때 병조 판서l 이조 판서 따위를 지냈으며 청렴한 관리로 뽑혔다. 저서에 ≪하담파적록(荷潭破寂錄)≫l ≪하담집≫ 따위가 있다.
김시유,명사,조선 후기의 역관(?~?). 본관은 경주(慶州)l 자는 자유(子柔). 중국어를 잘 하여 여러 차례 청나라에 파견되었고l 영조를 세제(世弟)로 책봉하는 문제나 조선에 대해 ≪명사(明史)≫에 잘못 기록된 것을 수정하는 등의 외교 문제를 해결하는 데 일조하였다.
김시준,명사,조선 후기의 학자(?~?). 자는 평중(平仲). 호는 의인재(依仁齋). 양역법(良役法)을 고치고자 하는 조정의 물음에 정전법(井田法)의 시행을 건의하여 영조의 총애를 받기도 하였다. 저서에 ≪강역연의(講易衍義)≫l ≪효학통의(孝學通義)≫ 따위가 있다.
김시중,명사,구한말의 의병장(1883~1909). 융희 1년(1907)에 국운이 기울자 의병 120명을 인솔하여 경상북도 순흥읍을 공격하였고l 융희 3년(1909)에 강원도 정선군에서 군사 활동을 하다가 일본군에게 살해되었다.
