어휘,품사,뜻풀이
주먹구구에 박 터진다,품사 없음,계획성 없이 그저 대강 맞추어 하다가는 나중에 큰 봉변을 당하게 됨을 비유적으로 이르는 말. <동의 속담> ‘주머니 구구에 박 터진다’ ‘지레짐작 매꾸러기’
주먹궁리,명사,주먹구구로 대충 잡아 하는 궁리.
주먹꾼,명사,주먹을 휘두르는 일을 일삼는 사람이나 무리를 낮잡아 이르는 말.
주먹높이,품사 없음,팔을 내리고 바르게 선 자세에서l 바닥면부터 주먹을 쥔 손까지의 수직 길이. 인체 측정 항목 가운데 하나이다.
주먹눈,명사,‘함박눈’의 방언
주먹다디미,명사,‘주먹다짐’의 방언
주먹다짐,명사,주먹으로 때리는 짓.
주먹다짐하다,동사,주먹으로 때리다.
주먹 대결,품사 없음,양자(兩者)가 주먹을 이용하여 우열이나 승패를 가림.
주먹대패,품사 없음,주먹을 쥐듯이 잡고 대패처럼 쓰던 석기. 대부분 가로날을 냈으며l 크기가 커서 나무를 다듬거나 가죽을 벗기는 데 썼다.
주먹뎅이,명사,‘주먹’의 방언
주먹도끼,품사 없음,한쪽은 손으로 잡아 쥘 수 있고l 다른 쪽은 날카로워서 물건을 자르거나 땅을 팔 수 있는 작은 도끼. 때로는 가죽을 벗기는 데 쓰기도 하는데l 유럽ㆍ아프리카ㆍ인도 및 한국의 경기도 연천군 전곡리에서 출토되었다.
주먹동발,명사,가장 작은 동바리.
주먹떡,명사,주먹만 한 떡이란 뜻으로l 꽤 큰 떡을 이르는 말.
주먹떼,명사,무덤에 떼를 입힐 때l 주먹만큼씩 떠서 드문드문 심는 떼.
주먹띰,명사,주먹으로 때리는 매질
주먹맛,명사,주먹으로 얻어맞는 맛.
주먹 맞은 감투(라),품사 없음,아주 쭈그러져서 다시는 어찌할 도리가 없이 된 모양을 이르는 말.
주먹묶음,명사,길쌈할 때l 실을 뭉치어 매는 방법의 하나.
주먹밥,명사,주먹처럼 둥글게 뭉친 밥 덩이.
주먹방매,명사,물건을 훔쳐다 팖. ⇒규범 표기는 ‘중목방매’이다.
주먹벼락,명사,갑자기 몹시 호되게 주먹으로 때리거나 맞음.
주먹비,명사,쏟아지는 비 같은 매우 심한 주먹질.
주먹뺨,명사,주먹으로 호되게 치는 뺨.
주먹상모,명사,주먹처럼 생긴 상모.
주먹상웨,명사,주먹 모양의 상화떡
주먹상투,명사,머리를 솎지 아니하고 그냥 틀어l 주먹같이 크고 볼품이 없는 상투.
주먹세례,명사,주먹으로 여러 차례 때리는 짓.
주먹셈,명사,연필이나 계산기 따위를 쓰지 아니하고 머릿속으로 하는 계산.
주먹손,명사,주먹을 쥔 손.
주먹손잡이,명사,주먹 모양으로 뭉툭하게 생긴 자물쇠의 한 부분. 문의 손잡이 구실을 한다.
주먹심,명사,주먹으로 때리거나 쥐는 힘.
주먹싸움,명사,주먹으로 하는 싸움.
주먹싸움하다,동사,주먹으로 싸움을 하다.
주먹쌈,명사,‘주먹싸움’의 준말.
주먹쌈하다,동사,‘주먹싸움하다’의 준말.
주먹쑥떡,명사,남에게 욕을 하는 뜻으로l 주먹을 쥔 손을 다른 쪽 손으로 감쌌다가 앞으로 내미는 행동.
주먹에는 주먹으로 해 대야 한다,품사 없음,적이 공격할 때는 그와 맞먹는 공격 수단으로 맞서 대항하여야 한다는 말.
주먹왕,명사,주먹이 가장 센 사람.
주먹으로 물 찧기,품사 없음,일이 매우 쉽다는 말. <동의 속담> ‘땅 짚고 헤엄치기’
주먹은 가깝고 법은 멀다,품사 없음,분한 일이 있을 때 이치를 따져 처리하기보다 나중에야 어떻게 되든 간에 앞뒤를 헤아리지 아니하고 주먹으로 먼저 해치운다는 말. <동의 속담> ‘법은 멀고 주먹은 가깝다’
주먹을 믿고 법을 업수이 여긴다,품사 없음,보잘것없는 자기 힘을 지나치게 믿으면서 우쭐대는 꼴을 비유적으로 이르는 말.
주먹을 불끈 쥐다,품사 없음,갑자기 주먹을 꼭 쥐며 무엇에 대한 결의를 나타내다.
주먹을 휘두르다[내휘두르다],품사 없음,힘이나 권력 따위를 마구 쓰다.
주먹이 붉다,품사 없음,가진 것이라고는 하나도 없다.
주먹이 오가다[오고 가다],품사 없음,싸움이 벌어져 서로 주먹질을 하다.
주먹이 운다[울다],품사 없음,분한 일이 있어서 치거나 때리고 싶지만 참는다는 말.
주먹장,명사,주먹처럼 끝이 넓고 안으로 갈수록 좁게 된 장부.
주먹장부,품사 없음,주먹처럼 끝이 넓고 안으로 갈수록 좁게 된 장부.
주먹장부촉,품사 없음,끼워 맞추는 장부에 박아서 주먹장이 되게 하는 쐐기.
주먹장이음,명사,한 부재에는 주먹장을 내고 다른 부재에는 주먹장 구멍을 파서 물리게 하는 길이이음.
주먹쟁이,명사,물리적인 힘이나 폭력을 잘 쓰는 사람을 낮잡아 이르는 말.
주먹정,명사,마소에 신을 신길 때에 대갈못을 박기 위하여 굽을 받치는 데 쓰는 쇠로 만든 기구.
주먹조르기,품사 없음,유도에서l 두 손으로 상대편의 옷깃을 바싹 치켜 잡고l 한 주먹은 안으로 넣어서 상대편의 턱을 누르면서 조르는 기술.
주먹쥐기,명사,주먹 속에 쥔 물건의 수효를 알아맞히는 아이들의 놀이. 흔히 잣이나 콩을 몇 사람이 제각기 몇 개씩 쥐고 모두 함께 내밀어서 여러 사람이 가진 전체의 수를 알아맞히는 사람이 그것을 모두 먹는다. ⇒규범 표기는 ‘먹국’이다.
주먹 쥐자 눈 빠진다,품사 없음,이편에서 덤비려는데 상대편의 공격을 먼저 받았다는 말.
주먹질,명사,주먹을 휘둘러 위압하거나 때리는 짓.
주먹질하다,동사,주먹을 휘둘러 위압하거나 때리다.
주먹짱,명사,물리적인 힘이 다른 사람들보다 뛰어나게 세거나 싸움을 잘하는 사람을 속되게 이르는 말.
주먹찜질,명사,주먹으로 마구 때리는 짓.
주먹찜질하다,동사,주먹으로 마구 때리다.
주먹참외,명사,박과의 여러해살이 덩굴풀. 덩굴손이 있으며l 잎은 어긋나고 심장 모양이다. 7~8월에 노란 꽃이 잎겨드랑이에 피고l 작은 참외가 붉게 익는다.
주먹총,명사,내지르는 주먹을 강조하여 이르는 말.
주먹총질,명사,상대편을 향하여 주먹으로 내지르는 짓.
주먹총질하다,동사,상대편을 향하여 주먹으로 내지르는 짓을 하다.
주먹치기,명사,아이들 장난의 하나. 상대편이 내민 주먹을 때리는데l 헛때려 땅을 치게 되면 맞는 편이 되어 주먹을 내밀게 된다.
주먹치기하다,동사,아이들이 상대편이 내민 주먹을 때리는 장난을 하다. 헛때려 땅을 치게 되면 맞는 편이 되어 주먹을 내밀게 된다.
주먹코,명사,뭉뚝하고 크게 생긴 코. 또는 그런 코를 가진 사람.
주먹 큰 놈이 어른이다,품사 없음,힘센 자가 제일 윗자리를 차지한다는 말.
주먹태기,명사,‘주먹’의 방언
주먹텡이,명사,‘주먹’의 방언
주먹통,명사,힘껏 틀어쥔 큰 주먹을 강조하여 이르는 말.
주먹틈새,품사 없음,암벽 등반에서l 주먹 하나가 들어갈 수 있는 정도의 크랙. 바위 틈새의 폭에 따른 크랙의 한 종류이다.
주먹풀,명사,‘부처손’의 북한어.
주먹흥정,명사,주먹구구로 하는 흥정.
주먹흥정하다,동사,주먹구구로 흥정을 하다.
주먼,명사,‘주머니’의 방언
주먼지,명사,‘주머니’의 방언
주먼치,명사,‘주머니’의 방언
주멍,명사,‘주먹’의 방언
주멍기,명사,‘주머니’의 방언
주멍이,명사,‘주머니’의 방언
주멍지,명사,‘주머니’의 방언
주멍치,명사,‘주머니’의 방언
주메기,의존 명사,‘움큼’의 방언
주메뉴,명사,한 음식점에서 가장 많이 팔리는 음식. 또는 가장 잘 만드는 음식.
주메니,명사,‘주머니’의 방언
주메모리,명사,컴퓨터 내부에 위치하여 작업 수행에 필요한 운영 체제 및 처리할 프로그램과 데이터를 기억하는 장치. 제어 장치나 연산 장치에 필요한 프로그램이나 데이터를 제공하고 그 처리 결과를 다시 보관하는 역할을 한다.
주메이,명사,‘주머니’의 방언
주멕,명사,‘주막’의 방언
주멩,명사,‘주머니’의 방언
주멩기,명사,‘주머니’의 방언
주멩이,명사,‘주머니’의 방언
주면,명사,임금에게 아뢰어 벼슬을 면하게 하던 일.
주면마찰,품사 없음,말뚝의 연직 지지력 가운데 주변의 지지력에 의한 마찰력.
주면하다,동사,임금에게 아뢰어 벼슬을 면하게 하다.
주멸,명사,죄인을 죽여 없앰.
주멸되다,동사,죄인이 죽임을 당해 없어지다.
주멸하다,동사,죄인을 죽여 없애다.
주몃거리다,동사,‘서슴거리다’의 방언
주몃주몃,부사,‘서슴서슴’의 방언
주몃주몃하다,동사,‘서슴서슴하다’의 방언
주명,명사,주인의 이름.
주명곡,명사,16세기 중기 바로크 초기 이후에 발달한 악곡의 형식. 기악을 위한 독주곡 또는 실내악으로 순수 예술적 감상 내지는 오락을 목적으로 하며l 비교적 대규모 구성인 몇 개의 악장으로 이루어진다.
주명되다,동사,주가 달려 본문의 뜻이 밝혀지다.
주명령어테이프,품사 없음,특정 프로그램 조합에 필요한 모든 프로그램 루틴을 수록한 자기 테이프.
주명신,명사,조선 경종 때의 의학자(?~?). 호는 기하(岐下). 허준의 제자로l ≪동의보감≫을 참조하여 경종 4년(1724)에 임상 치료학의 명저인 ≪의문보감(醫門寶鑑)≫ 8권을 저술하였다.
주명하다,동사,주를 달아 본문의 뜻을 밝히다.
주모,명사,집안 살림을 주장하여 다스리는 부인.
주모경,명사,주의 기도와 성모송을 아울러 이르는 말.
주모구,명사,‘주먹’의 방언
주모균,명사,균체의 주위에 편모가 있는 균. 고초균l 대장균l 티푸스균l 파라티푸스균 따위가 있다.
주모드,명사,균일 도파관에서 최저 차단 주파수를 갖는 전파 모드.
주모멘트,명사,주축(主軸)에 관한 강체(剛體) 세 개의 관성 모멘트.
주모 보면 염소 똥 보고 설사한다,품사 없음,술을 조금도 못한다는 말.
주모선,명사,발전기l 변압기l 선로 들이 서로 연결된 공통 모선. 발전소나 변전소에 있는 여러 대의 발전기나 변압기를 운전 여부에 관계없이 전력을 보낼 수 있도록 이에 연결한다.
주모자,명사,우두머리가 되어 어떤 일이나 음모 따위를 꾸미는 사람.
주모쟁이,명사,‘구두쇠’의 방언
주모하다,동사,주장하여 일을 꾸미다.
주목,명사,주(州)를 다스리던 목사(牧使).
주목거리,명사,관심을 가지고 주의 깊게 볼 만한 가치가 있는 것.
주목과,명사,겉씨식물의 한 과. 교목 또는 관목으로l 꽃은 잎겨드랑이에서 나온다. 북반구 온대 지방에 약 8종이 분포한다. 비자나무l 주목l 누운주목 따위가 있다.
주목뎅이,명사,‘주먹’의 방언
주목도,명사,관심을 가지고 주의 깊게 보는 정도.
주목되다,동사,관심을 받고 주의 깊게 살펴지다.
주목등거리,명사,‘주먹’의 방언
주목디,명사,‘주먹’의 방언
주목망,명사,나무 말뚝으로 입구를 고정시켜 물고기를 잡는 그물. 바다 밑에 기둥을 박고 그물을 달아서 조류에 밀리는 물고기를 받아서 잡는다.
주목받다,동사,관심을 가지고 주의 깊게 살피는 시선을 받다.
주목밥,명사,‘주먹밥’의 방언
주목성,명사,색이나 빛에서l 자극이 강하여 눈에 잘 띄는 정도.
주목염색,품사 없음,주목의 중심부에서 추출한 염액을 이용하여 붉은 벽돌색으로 물을 들이는 일. 매염제에 따라 붉은색의 농도를 조절할 수 있다.
주목을 돌리다,품사 없음,특별히 관심을 가지고 살피다.
주목적,명사,주가 되는 목적.
주목점,명사,관심을 가지고 주의 깊게 살피는 점.
주목처,명사,주목을 하는 곳. 또는 주목할 만한 곳.
주목표,명사,주가 되는 목표.
주목하다,동사,관심을 가지고 주의 깊게 살피다.
주목하지 않을 권리,품사 없음,미국의 교수 <FL>우</FL>(Wul T.)가 펴낸 책. 2019년에 출간되었다.
주몽,명사,‘동명 성왕’의 이름.
주몽룡,명사,조선 선조 때의 무신(?~?). 자는 운중(雲仲). 호는 용암(龍巖). 임진왜란 때 공을 세웠으며l 조령에서 강덕룡(姜德龍)l 정기룡(鄭起龍)과 함께 왜군을 무찔러 삼룡(三龍)으로 불리었다.
주몽신화,품사 없음,주몽의 출생과 즉위에 관한 신화. 천제(天帝)의 아들인 해모수와 하백의 딸인 유화 사이에서 태어난 주몽이 동부여의 금와왕의 아들 대소(帶素)의 모해(謀害)를 피하여 졸본에 고구려라는 나라를 세웠다는 내용이다. 김부식의 ≪삼국사기≫l 일연의 ≪삼국유사≫l 이규보의 ≪동국이상국집≫의 <동명왕편>에 실려 전한다.
주묘,명사,배의 앞머리에 있는 닻.
주무,명사,사무를 주장하여 맡음.
주무과,명사,어떤 일을 책임지고 맡아보는 과.
주무관,명사,어떤 사무를 주장하여 맡아보는 관리.
주무관실,명사,어떤 사무를 주장하여 맡아보는 부서.
주무관청,품사 없음,어떤 사무를 주장하여 맡아보는 행정 관청.
주무기,명사,야구에서l 투수가 타자를 아웃시키기 위해 가장 자신 있게 던지는 공이나 구질.
주무니,명사,‘주머니’의 방언
주 무대,품사 없음,노래l 춤l 연극 따위를 하기 위하여 만들어 놓은 여러 개의 무대 가운데 가장 중심이 되는 무대.
주무대신,품사 없음,어떤 행정 사무를 주장하여 맡아보던 대신.
주무럭거리다,동사,물건 따위를 자꾸 주무르다. ⇒규범 표기는 ‘주물럭거리다’이다.
주무럭대다,동사,‘주물럭대다’의 북한어.
주무럭주무럭,부사,물건 따위를 자꾸 주무르는 모양. ⇒규범 표기는 ‘주물럭주물럭’이다.
주무럭주무럭하다,동사,‘주물럭주물럭하다’의 북한어.
주무르다,동사,손으로 어떤 물건이나 몸뚱이 따위를 쥐었다 놓았다 하면서 자꾸 만지다.
주무리다,동사,‘주무르다’의 방언
주무부,명사,어떤 사무를 주장하여 맡아보는 부서.
주무 부서,품사 없음,어떤 일을 책임지고 맡아보는 부서.
주무부장관의취소정지권,품사 없음,지방 자치 단체의 사무에 관한 그 장의 명령이나 처분이 법령에 위반되거나 현저히 부당하여 공익을 해친다고 인정될 때l 주무부 장관이 기간을 정하여 서면으로 시정할 것을 명하고l 그 기간에 이행하지 아니하면 이를 취소하거나 정지할 수 있는 권리.
주무 부처,품사 없음,어떤 일을 책임지고 맡아보는 부처.
주무상,명사,첫날밤에 신방에 넣어 주는 상
주무시다,동사,‘자다’의 높임말.
주무심사원,품사 없음,프로세스 평가를 주관하여 수행하는 데 필요한 능력과 경험l 기술을 가진 것으로 검증된 사람.
주무이,명사,‘주머니’의 방언
주무자,명사,어떤 일을 주장하여 맡아보는 사람.
주무장관,품사 없음,어떤 사무를 주장하여 맡아보는 행정 부서의 장관.
주무치,명사,‘주머니’의 방언
주무하다,동사,사무를 주장하여 맡다.
주묵,명사,‘주먹’의 방언
주묵독,명사,‘자갈’의 방언
주묵밥,명사,‘주먹밥’의 방언
주묵배채,명사,‘양배추’의 방언
주묵시,명사,‘주머니’의 방언
주묵질,명사,‘주먹질’의 방언
주묵치기,명사,‘주먹치기’의 방언
주묵힘,명사,‘주먹심’의 방언
주문,명사,판결의 결론 부분. 민사 소송에서는 청구의 적부(適否) 및 당부(當否)에 대한 판단ㆍ소송 비용ㆍ가집행 선고 따위가 실리고l 형사 소송에서는 공소 기각ㆍ면소ㆍ무죄ㆍ형의 선고 및 소송 비용 따위가 표시된다. 선고할 때 이 부분은 반드시 낭독하여야 한다.
주문가,명사,권세 높은 벼슬아치의 집.
주문가격단위,품사 없음,외부에서 필요한 자재나 부품을 구입하는 가격을 일정한 수량 기준으로 정한 것.
주문갑제,명사,붉은 대문을 단l 크게 잘 지은 집이란 뜻으로l 높은 벼슬아치가 사는 집을 이르는 말.
주문공예,품사 없음,수요자의 요구에 따라 공예품을 만드는 조형 예술. 수요자가 작품에 관한 제반 사항을 정하면 공급자는 그에 맞추어 실제 작업을 하며l 예술성이 다소 떨어지는 경우도 있다.
주문관계인,품사 없음,미국 상품 선물 거래 위원회에 등록을 해야 하는 선물 중개인 가운데l 거래 주문 및 접수 따위와 같이 고객을 상대로 하는 업무를 대신하는 사람.
주문관리시스템,품사 없음,주문일까지 제품을 납품하기 위하여l 각 주문에 대한 세부 생산 계획 및 일정을 세우고 계획대로 생산이 진행되는지 점검하여 지연된 작업에 대해서는 필요한 조처를 하는 관리 체계.
주문교체,품사 없음,아직 체결되지 않은 주문을 새로운 주문으로 바꾸는 일.
주문구처,명사,임금에게 아뢰어 그 지휘 아래 문제를 처리하던 일.
주문권유장,품사 없음,물품을 구입할 것을 권하는 내용과 수신자 이름만을 써넣어 다수의 거래처에 보내는 홍보 서류.
주문내역서,품사 없음,상품의 생산이나 수송l 또는 서비스의 제공을 요구하는 내용을 해당 금액과 함께 자세히 적은 문서.
주문도,명사,주문하는 사람이 주문서에 붙여서 자기 요구의 대강을 주문 맡는 사람에게 보이기 위한 도면.
주문도리,명사,인천광역시 강화군 서도면에 있는 이. 주문도와 여러 개의 무인도로 이루어져 있다. 면사무소가 위치해 있으며l 관광 명소로 대빈창 해수욕장 등이 있다.
주문되다,동사,어떤 상품을 만들거나 파는 사람에게 그 상품의 생산이나 수송l 또는 서비스의 제공이 요구되거나 청구되다.
주문량,명사,상품의 생산을 요구한 양.
주문리,명사,강원도 영월군 김삿갓면에 있는 이. 김삿갓면의 중서부에 위치해 있으며l 대부분 높은 산지이다. 남쪽 경계를 따라 옥동천이 흐르며l 하천을 따라 88번 국도가 지난다.
주문모,명사,중국 청나라의 신부(1752~1801). 베이징(北京) 주교(主敎) 구베아(Gouv?a)의 명령을 받고 서울로 들어와 선교하다가l 신유박해 때 의금부에 자수하여 사형당하였다.
주문 배달,품사 없음,고객의 주문을 받아 물건을 가져다주는 일.
주문배수,명사,주문을 삼가 받음.
주문배합사료,품사 없음,사료 회사에서 사료 구매자의 요청대로 배합한 특정 시판 사료.
주문복,명사,주문하는 사람의 체형이나 요구 사항에 맞추어 만든 옷.
주문사,명사,조선 시대에l 동지사(冬至使) 이외에 중국에 주청할 일이 있을 때 보내던 사절.
주문생산,품사 없음,소비자인 고객의 주문에 따라서만 생산하는 일.
주문생산공장,품사 없음,제삼자의 주문을 받아 제품을 생산하는 공장 또는 제조업체.
주문생산형공사계약,품사 없음,건설형 공사 계약 가운데에서l 항공기l 선박l 레이더l 무기 등 복잡한 전자 장비의 제작과 같이 특별한 주문이 필요한 공사 계약.
주문서,명사,물품 따위를 주문하는 데 관한 여러 가지 내용을 적은 글이나 문서.
주문소프트웨어,품사 없음,사용자의 요구 사항 명세서에서 나온 특정한 작업을 위하여 개발된 응용 프로그램.
주문승낙,품사 없음,수입업자가 수출업자에게 어떤 상품에 대하여 생산이나 수송l 서비스의 제공을 요구하거나 청구한 것을 수출업자가 받아들이는 일.
주문식,명사,어떤 상품을 만들거나 파는 사람에게 그 상품의 생산이나 수송l 또는 서비스의 제공을 요구하거나 청구하는 방식.
주문식교육,품사 없음,기업과 대학이 협약을 맺어 대학은 기업에서 필요로 하는 교육 과정을 설계하여 학생들에게 가르치고l 기업은 이 교육 과정을 이수한 학생들을 채용하는 산학 협력 모델.
주문식단제,품사 없음,표준화된 식단에 의하여 손님의 주문에 따라 식사를 제공하는 제도. 1984년에 식품 위생법 시행 규칙의 개정과 더불어 이의 실시가 의무화되었다가 1987년에 식품 위생법 시행 규칙이 개정되면서 이 조항이 삭제되었다.
주문액,명사,물품 따위를 주문한 돈의 액수.
주문엔트리,품사 없음,홈 쇼핑의 물건 주문 신청이나 각종 예약 신청l 또는 설문 조사 따위에 응하는 서비스를 이르는 말.
주문외제품,품사 없음,고객사가 주문한 양보다 많이 생산한 제품이나 고객사의 주문 요건에는 맞지 않지만 다른 용도로 사용할 수 있는 제품.
주문이행활동,품사 없음,고객에게 재화나 용역을 건네주는 활동. 또는 고객으로부터 재화나 용역의 대금을 받는 활동.
주문일,명사,어떤 상품을 만들거나 파는 사람에게 그 상품의 생산이나 수송l 또는 서비스의 제공을 요구하거나 청구한 날.
주문입력,품사 없음,이용자의 주문 내역을 컴퓨터에 입력하는 일.
주문입력서비스,품사 없음,비디오텍스 따위에서 이용자가 키보드로 입력한 데이터를 정보 제공자에게 전달하는 서비스를 통틀어 이르는 말.
주문자,명사,물품 따위를 주문하는 사람이나 단체.
주문자상표부착,품사 없음,부품이나 완제품을 공급하는 회사의 상표가 아닌l 하도급을 맡긴 회사의 상표를 붙이는 일. 하도급 생산 방식의 하나로 자동차 산업이나 전기 기계 산업에서 흔히 행해지는 방법이다.
주문자상표부착방식,품사 없음,계약에 따라 상대편의 상표를 붙인 부품이나 완제품을 제조하여 공급하는l 일종의 하청부 생산.
주문자상표부착생산,품사 없음,계약에 따라 상대편의 상표를 붙인 부품이나 완제품을 제조하여 공급하는l 일종의 하청부 생산.
주문자상표생산,품사 없음,계약에 따라 상대편의 상표를 붙인 부품이나 완제품을 제조하여 공급하는l 일종의 하청부 생산.
주문자생산방식,품사 없음,계약에 따라 상대편의 상표를 붙인 부품이나 완제품을 제조하여 공급하는l 일종의 하청부 생산.
주문자설계생산,품사 없음,개발력을 지닌 제조업체가 판매망을 가진 유통업체에 상품이나 재화 따위를 제공하는 생산 방식.
주문작해,명사,조선 중기의 문신 정경세가 ≪주자대전≫에서 중요한 내용을 발췌하여 엮은 책. 16권 8책의 목판본.
주문장,명사,복합문에서 주가 되는 부분.
주문점,명사,추가 주문이 필요한 재고 수준.
주문제,명사,생산자가 수요자의 주문에 따라 상품을 생산ㆍ공급하는 제도.
주문 제작,품사 없음,고객의 주문을 받은 뒤l 그 주문의 요구 사항에 따라 물건을 만드는 일.
주문주,명사,물품 따위를 주문하거나 일 따위를 맡긴 사람이나 단체.
주문중,품사 없음,접수자는 아직 수취하지 않았지만l 자료는 주문된 상태.
주문중개수수료,품사 없음,다른 사람의 주문이 잘 처리되도록 주선해 주고 받는 수수료.
주문지,명사,물건을 주문한 지역. 또는 물건을 주문한 사람이 있는 지역.
주문지인,명사,문형을 관장하는 사람이라는 뜻으로l ‘대제학’을 달리 이르던 말.
주문지회,명사,왕에게 아뢰어 보고하던 일.
주문진,명사,강원도 강릉시에 있는 읍. 강릉시의 북동부에 위치해 있으며l 동쪽으로 동해와 접해 있다. 쌀l 보리l 사과l 배 따위의 농산물이 생산되며l 주문진 해수욕장l 주문진항 등이 있다. 2020년 강원도 강릉시청 누리집을 기준으로 면적은 60.56㎢.
주문진속초고속도로,품사 없음,강원도 강릉시 주문진과 강원도 속초시를 잇는 고속 도로. 2016년 12월에 개통되었으며l 기존의 동해 고속 도로와 연결된다. 길이는 43.4km.
주문진오징어축제,품사 없음,강원도 강릉시 주문진읍에서 열리는 지역 특산물 축제. 매년 10월경에 시작되며l 나흘 동안 개최된다. 불꽃놀이l 시식회l 맨손 오징어 잡기 대회l 예술 문화 공연 등을 즐길 수 있다.
주문진읍,명사,강원도 강릉시에 있는 읍. 강릉시의 북동부에 위치해 있으며l 동쪽으로 동해와 접해 있다. 쌀l 보리l 사과l 배 따위의 농산물이 생산되며l 주문진 해수욕장l 주문진항 등이 있다. 2020년 강원도 강릉시청 누리집을 기준으로 면적은 60.56㎢.
주문진해변,품사 없음,강원도 강릉시 주문진읍에 있는 해변. 수심이 얕고 경사가 완만하며l 뒤쪽으로 해송 숲이 우거져 있어 관광객이 많이 찾는다.
주문진해수욕장,품사 없음,강원도 강릉시 주문진읍에 있는 해수욕장. 수심이 얕고 경사가 완만하며l 뒤쪽으로 해송 숲이 우거져 있어 관광객이 많이 찾는다.
주문집필,명사,과거 시험 때l 상시관이 붓을 들고 시권을 자세히 살피던 일.
주문집행인,품사 없음,고객의 모든 주문을 기록하고 실제로 시행하는 거래소 직원. 자신의 계정을 통한 거래는 허용되지 않으며l 고객 이외의 투자자에게서 주문을 받을 수 없다.
주문처,명사,장사나 거래 따위에서l 주문을 받은 상대. 또는 주문한 상대.
주문처리파이프라인,품사 없음,특정된 단계의 순서와 절차를 통하여 주문 정보를 처리하는 시스템 메커니즘. ⇒규범 표기는 미확정이다.
주문치,명사,‘주머니’의 방언
주문치기,명사,‘주머니’의 방언
주문판매,품사 없음,주문한 사람이나 단체에게만 상품을 팖.
주문 폭주,품사 없음,어떤 상품에 대한 주문량이 갑자기 많아지는 일.
주문품,명사,주문을 받은 물품. 또는 주문하여 맞춘 물건.
주문프로그램,품사 없음,사용자의 요구에 따라 만들어지는 프로그램. 이를 읽기 전용 기억 장치에 넣어 제조한다.
주문하다,동사,어떤 상품을 만들거나 파는 사람에게 그 상품의 생산이나 수송l 또는 서비스의 제공을 요구하거나 청구하다.
주문할당카르텔,품사 없음,할당 카르텔의 하나. 카르텔의 중앙 기관이 맡은 주문을 가맹 기업에 할당하는 방식이다.
주문형,명사,소비자의 주문을 중심으로 하는 유형.
주문형교육,품사 없음,이용자의 요구에 따라 다양한 교육 프로그램을 제공하는 서비스. 수요자가 원하는 시간에 교육이 가능하고l 사내 교육에서 인재 양성 사회 교육으로까지 확대되고 있다.
주문형기능,품사 없음,중계 회선의 사용 효율을 높이기 위하여 통신이 설정될 시점에 대역을 할당함으로써 통신하지 않을 때의 대역 무효 사용을 줄이는 기능. 이 기능을 이용하면 중계 회선의 운용성을 향상시킬 수 있다.
주문형기억장치,품사 없음,사용자의 주문에 따라 기억 용량이나 기능을 설계하고 개발하는 기억 장치.
주문형도서서비스,품사 없음,고객의 컴퓨터를 출판사의 컴퓨터에 접속시켜l 고객이 원하는 책의 내용을 전송하여 화면으로 보거나 인쇄하도록 하는 서비스.
주문형메일중계,품사 없음,사용자가 동적 아이피 주소를 사용하여 인터넷에서 이메일을 요청할 수 있는 서비스.
주문형반도체,품사 없음,사용자의 요구에 따라 특정 용도를 위한 특수한 기능의 회로를 설계하여 생산하는 집적 회로.
주문형방송,품사 없음,프로그램 제공자의 저장 매체에 저장된 프로그램을l 허용된 사용자들이 직접 선택하여 원하는 프로그램을 원하는 시간에 요청하여 시청하는 방송.
주문형비디오,품사 없음,초고속 통신망에서 제공되는 통신 서비스의 하나. 사용자가 단말기를 조작하여 원거리 컴퓨터에 저장된 비디오 정보를 검색한 후 원하는 비디오를 선택하면l 서비스 제공업자는 통신망을 통하여 해당하는 비디오 영상과 소리를 전달하여 준다.
주문형비디오시스템,품사 없음,초고속 통신망에서 제공되는 통신 서비스의 하나. 사용자가 단말기를 조작하여 원거리 컴퓨터에 저장된 비디오 정보를 검색한 후 원하는 비디오를 선택하면l 서비스 제공업자는 통신망을 통하여 해당하는 비디오 영상과 소리를 전달하여 준다.
주문형생산,품사 없음,주문이나 고객의 요구에 맞추어 제품을 생산하여 재고 자산을 최소화하는 생산 방식.
주문형서적,품사 없음,고객의 주문을 받은 후l 컴퓨터를 사용하여 만드는 책.
주문형소프트웨어,품사 없음,특정 조직이나 개인이 사용할 목적으로 설계된 소프트웨어.
주문형아이시,품사 없음,특정 고객의 주문에 맞추어 제조되는 집적 회로. 완전 주문형 집적 회로와 반주문형 직접 회로가 있다.
주문형오디오,품사 없음,인터넷을 통하여 일정한 대가를 지불하고 제공받는 음향 파일.
주문형음악,품사 없음,인터넷을 통하여l 수요자의 요구에 따라 전송하여 주는 음악.
주문형집적회로,품사 없음,특정 고객의 주문에 맞추어 제조되는 집적 회로. 완전 주문형 집적 회로와 반주문형 직접 회로가 있다.
주문형처리기,품사 없음,주문자의 필요에 따라 내부에 있는 칩에 명령 세트를 넣은 대규모 집적 회로.
주문형팩스,품사 없음,원하는 정보를 전화로 요청하면l 알려 준 팩스 번호로 정보를 받아 볼 수 있는 서비스.
주문형피시,품사 없음,기본이 되는 제품과 부속품들을 생산한 뒤l 주문자가 요구하는 사양대로 추가하거나 변경하여 제품을 개별적으로 생산하는 개인용 컴퓨터.
주문화,명사,제품을 특정 고객의 주문에 따라 생산ㆍ분류하고 묶는 과정을 이르는 말.
