어휘,품사,뜻풀이
가축분뇨제거,품사 없음,가축이 배설하는 분뇨를 처리하는 일.
가축분지,품사 없음,줄기의 맨 꼭대기 부분에서 꽃눈이 분화하여 정아가 신장을 멈추면l 이를 대신하여 측아가 신장하여 줄기의 주축을 이루며 자라는 생장 방식. 토마토l 고추 따위에서 볼 수 있다.
가축분퇴비,품사 없음,집에서 기르는 짐승의 똥으로 만든 퇴비.
가축사양,품사 없음,가축에게서 경제적인 생산물을 얻어 내기 위하여 적절한 방식으로 사육하는 행위.
가축사양학,품사 없음,가축의 품질과 생산량을 향상하기 위하여 영양l 사료l 환경 따위를 연구하는 학문 분야.
가축사육,품사 없음,가축이나 가금을 기르는 일.
가축상,명사,가축을 사고팔거나 알선하는 장사. 또는 그런 장수.
가축상인,품사 없음,농가와 농가l 농가와 유통업체 사이에서 가축을 사고파는 거래를 하는 사람.
가축생산물,품사 없음,고기l 젖l 알과 같이 가축을 통해 생산되는 것.
가축생산물이용학,품사 없음,고기l 젖l 알과 같은 가축의 생산물을 효율적으로 이용하는 방법을 연구하는 학문.
가축성,명사,오그라들거나 줄어드는 성질.
가축성동발,명사,일정한 한계 이상의 짐을 받을 때 줄어드는 동바리. ‘줄음성동발’로 다듬음.
가축성철재아치,명사,철재로 시공한l 신축성이 있는 아치형 동바리.
가축수용사,품사 없음,가축을 수용하는 데 쓰는 방이나 건물.
가축 시장,품사 없음,가축을 사고파는 거래가 이루어지는 시장.
가축심사,품사 없음,가축의 경제 가치를 매기는 심사.
가축약관,품사 없음,해상 보험의 부가 보험 약관의 하나. 살아 있는 동물이 항해 중에 죽었을 때l 그 원인이 동물 자체의 내재적 상황 때문인지 해상 고유의 위험 때문인지 판단하기 어려운 경우가 많으므로 동물의 죽음에 대해서는 보험자가 보상한다는 특약이다.
가축업,명사,소l 말l 돼지l 닭 따위의 가축을 키우는 직업이나 사업.
가축업자,명사,가축업을 경영하거나 가축업에 종사하는 사람.
가축없다,형용사,‘어림없다’의 방언
가축영양학,품사 없음,가축의 영양을 연구하는 학문. 연구하는 축종에 따라 돼지 영양학l 가금 영양학l 물고기 영양학 따위로 나눈다.
가축옴,품사 없음,궤양l 까짐l 혹은 다른 상처의 표면에 혈액l 고름이 복합적으로 합하여 형성된 딱지.
가축외모심사,품사 없음,가축의 능력이나 품질 따위를 평가하기 위하여 외모를 심사하는 일.
가축용,명사,가축을 기르는 데 쓰임. 또는 그런 물건.
가축우리,명사,가축을 가두어 기르는 공간.
가축위생보건소,품사 없음,가축이나 가금에 발생하는 질병을 연구하고 예방하기 위하여 생물학적 제제를 생산하고l 약품을 검정하며l 축산물을 검사하는 일 따위를 관장하는 기관.
가축육종,품사 없음,경제적인 목적에 맞게 가축의 유전적인 능력을 변화시키는 일.
가축육종학,품사 없음,가축의 품종이나 계통을 연구하고 유전l 변이l 선발l 교배 따위를 통해 고능력을 가진 품종을 만들어 내는 이론과 방법을 연구하는 축산학의 한 분야.
가축인공수정,품사 없음,가축의 개량l 증식을 목적으로 사람이 인공적으로 행하는 수정. 소l 말l 양l 돼지 따위의 수컷의 정액을 채취하고 처리하여 암컷에 주입한다.
가축인공수정학,품사 없음,가축의 개량과 증식을 목적으로 고능력 수컷의 정액을 채취한 뒤 일정 배율로 희석하여 암컷에게 주입하여 수정하는 것을 연구하는 학문.
가축자,명사,집에 함께 데리고 사는 첩.
가축장염,품사 없음,가축이 단백질이 풍부한 고칼로리성 식이를 폭식함으로 인해 일어나는 창자의 염증.
가축적,관·명,가축의 본성과 같은. 또는 그런 것.
가축전람회,품사 없음,축산 제품을 홍보하기 위하여 축산품을 전시ㆍ소개ㆍ교육하는 모임.
가축전염병,품사 없음,가축이 걸리는 돌림병.
가축전염병예방법,품사 없음,가축의 전염성 질병을 예방하고 미리 방지하여 축산업의 발전에 기여하려는 법.
가축창자염,품사 없음,가축이 단백질이 풍부한 고칼로리성 식이를 폭식함으로 인해 일어나는 창자의 염증.
가축천연기념물,품사 없음,천연기념물로 지정하여 보호하는 가축. 우리나라에서는 1938년 진돗개l 1980년 오골계l 1986년 조랑말l 1992년 삽살개 따위의 4종을 지정하고 있다.
가축클리퍼,품사 없음,가축의 털을 깎는 기구. 사람의 머리를 깎는 기구와 형태는 유사하나 크기가 더 크다.
가축테라스,품사 없음,가축의 체중에 의해 흙이 이동하여 지표면보다 한 단쯤 높게 이루어진 땅.
가축통계조사,품사 없음,가축 사육 현황을 파악하기 위하여 실시하는 조사. ‘통계법’에 따라 통계청장이 지정ㆍ고시한다.
가축폐수,품사 없음,가축을 기르면서 배출하는 오염된 물.
가축품종도보,품사 없음,가축의 품종을 소개하기 위해 가축의 그림이나 사진을 품종별로 모아 엮은 책.
가축품평회,품사 없음,우수한 체형의 가축을 선발하여 시상하는 대회. 농가의 가축 사육 의욕을 높이고 가축의 질을 개량하기 위하여 실시한다.
가축하다,동사,물품이나 몸 따위를 알뜰히 매만져서 잘 간직하거나 거두다.
가축학,명사,가축의 번식법l 사육법 따위를 연구하는 학문.
가축해부학,품사 없음,가축을 대상으로 하는 해부학. 가축을 해부하여 외부와 내부의 형태와 구조l 기능 따위를 연구하는 학문이다.
가축화,명사,인간이 생활에 이용하기 위하여 들짐승을 집짐승으로 길들임.
가축화되다,동사,인간의 필요에 따라 들짐승이 집짐승으로 길들여지다.
가축화하다,동사,인간의 필요에 따라 들짐승이 집짐승으로 길들여지다. 또는 들짐승을 길짐승으로 길들이다.
가춘,명사,충청북도 충주시 엄정면에 있는 이. 엄정면의 북동부에 위치해 있으며l 대부분 산지와 골짜기이다. 남서쪽에 추평 저수지가 자리하고 있으며l 골짜기에서 작은 하천들이 발원하여 저수지로 흘러든다. 하천과 저수지 주변에 농경지와 주거지가 형성되어 있으며l 특산물은 쌀과 콩이다.
가출,명사,조선 시대에l 관아에서 정원 외에 잔심부름꾼을 두던 일.
가출렴,명사,‘가추렴’의 원말.
가출비,명사,가출을 할 때나 가출을 한 후 생활하는 데 드는 비용.
가출서리,명사,관아에서 일이 많을 때l 정원 외에 임시로 임명한 서리.
가출소,명사,교도소에서 가석방되어 나오는 일.
가출소하다,동사,교도소에서 가석방되어 나오다.
가출옥,명사,‘가석방’의 전 용어.
가출옥되다,동사,‘가석방되다’의 전 용어.
가출옥하다,동사,‘가석방하다’의 전 용어.
가출원,명사,가정을 버리고 집을 나간 사람을 찾고자 작성하는 신고 서류.
가출인,명사,가정을 버리고 집을 나간 사람.
가출자,명사,가정을 버리고 집을 나간 사람.
가출장,명사,일제 강점기에l 구치소나 노역장에 갇힌 자를 그 정상에 따라 행정 처분으로 형기가 끝나기 전에 내보내던 일.
가출주의,품사 없음,환자가 허가 없이 치료 기관을 떠나서 환자 본인이나 다른 사람의 안전을 위협할 가능성이 있을 때l 환자가 이탈할 위험을 최소화하는 간호 행위.
가출청소년,품사 없음,가정을 버리고 집을 나간 청소년.
가출 팸,품사 없음,온라인에서 채팅이나 게시 글을 통하여 가출을 함께 할 사람을 모은 뒤 원룸이나 모텔 등 살 집을 구해 주거 및 생계를 같이하는 가출 청소년 집단. 가출 청소년들이 외로움을 이기고 생활비를 절약하며 안전 문제를 해결하기 위하여 모여 살면서 아빠l 엄마l 삼촌l 동생 따위의 가족 구성원의 역할을 나누어 한다. ⇒규범 표기는 미확정이다.
가출하다,동사,조선 시대에l 관아에서 정원 외에 잔심부름꾼을 두다.
가춥다,형용사,‘가깝다’의 방언
가충,명사,중국 위(魏)l 서진(西晉) 때의 정치가(217~282). 가규(賈逵)의 아들로 일찍이 사마씨 무리에 가담해 고관에 오른다. 사마염이 황제가 된 이후에는 자신의 딸을 사마씨에게 시집을 보내어 외척으로서 권력을 행사하였으며 두예(杜預) 등과 함께 ≪진율령(晉律令)≫을 편찬하였다.
가취,명사,물건을 살 때 덤으로 받음. 또는 그렇게 받는 물건.
가취꿋,명사,‘기스락’의 방언
가취성,명사,취할 만한 데가 있는 성질.
가취위율,명사,법률에 규정하지 않은 남녀 간의 혼인. 혼인을 허락하였는데 혼인이 이루어지지 않은 경우l 세력가가 양가의 처녀를 강탈하여 처나 첩으로 삼는 경우 따위를 이른다.
가취지례,명사,남녀가 혼인하는 예식.
가취하다,동사,물건을 살 때 덤으로 받다.
가츠,명사,1995년 세계 무역 기구 체제가 출범하면서 타결된l 서비스 교역에 관한 정부 간 협정. 정부가 구매하거나 제공하는 서비스를 제외한 모든 서비스 교역을 규율하는 협정이다.
가측값,명사,일이 끝난 뒤에 실제로 헤아릴 수 있는 수치. 함수표에서 사전(事前)에 이론으로 추정하는 이론값에 대립되는 개념으로 쓴다.
가측공간,품사 없음,집합에 대한 멱집합의 부분 집합으로l 여집합 연산과 가산 개(個)의 합집합 연산에 대하여 닫혀 있는 성질을 가지는 집합.
가측생,명사,원래 정생이지만 측생처럼 보이는 모양. 버즘나무의 정아가 있다.
가측성,명사,측정할 수 있는 성질.
가측정함수,품사 없음,집합의 측도 가능한 성질을 보존하는 함수. 두 측도 공간 사이에서 정의된다.
가측집합,품사 없음,측도가 정의되는 집합.
가측치,명사,일이 끝난 뒤에 실제로 헤아릴 수 있는 수치. 함수표에서 사전(事前)에 이론으로 추정하는 이론값에 대립되는 개념으로 쓴다.
가측함수,품사 없음,집합의 측도 가능한 성질을 보존하는 함수. 두 측도 공간 사이에서 정의된다.
가츨하다,형용사,‘가지런하다’의 방언
가치,명사,‘가지’의 방언
가치가격,품사 없음,소비자에게 돌아가는 가치를 기준으로 하는 가격.
가치가격결정법,품사 없음,구매자가 지각하는 가치에 따라 가격을 결정하는 방법.
가치가격설정법,품사 없음,소비자에게 가치가 돌아간다는 생각으로 가격을 설정하는 방법. 좋은 품질과 서비스를 적절하게 결합하여 제공하며l 그에 상응하는 가격을 설정한다.
가치가산원칙,품사 없음,여러 부문으로 이루어진 자산의 가치는 각 부문의 가치를 합해서 구한다는 원칙.
가치감정,품사 없음,쾌l 불쾌l 미l 추l 선l 악 따위의 가치 인식에 따라 일어나는 감정.
가치개비,명사,‘성냥개비’의 방언
가치경영,품사 없음,장기적으로 현금 흐름을 최대화할 수 있는 가치의 창출에 우선순위를 두는 기업 경영. 매출액과 시장 점유율 따위의 회계상 이익이나 외형적 성장보다는 실질적이고 중장기적인 이익에 초점을 둔다.
가치경쟁,품사 없음,기업이 가격이나 품질로 경쟁하지 않고 고객에게 어떤 가치를 제공하는지로 경쟁하는 일.
가치곡선,품사 없음,특정 기업이나 업종에서 고객에게 제공하는 가치를 그림으로 나타낸 곡선. 혁신적인 제품이나 서비스를 찾아내는 데 효과적으로 활용할 수 있는 도구이다.
가치공학,품사 없음,제품이나 서비스의 가치를 떨어뜨리지 않고 최저의 비용으로 그것을 생산할 수 있는 방법을 연구하는 학문.
가치관,명사,가치에 대한 관점. 인간이 자기를 포함한 세계나 그 속의 사상(事象)에 대하여 가지는 평가의 근본적 태도이다.
가치관경영,품사 없음,기업의 비전l 목표l 중시하는 가치 따위에 관하여 임직원 모두가 동일한 가치관을 공유하고 이를 바탕으로 기업 활동을 벌이도록 하는 경영 기법.
가치 관념,품사 없음,가치에 대한 견해나 생각.
가치교육학,품사 없음,가치 철학의 입장에서 교육 현상을 해명하려는 학문.
가치권,명사,재화의 교환 가치 취득을 목적으로 하는 권리.
가치기반가격결정법,품사 없음,원가보다는 고객이 느끼는 가치에 기반하여 가격을 결정하는 방법.
가치기준가격결정,품사 없음,고객이 인식하는 제품의 가치를 기준으로 하여 가격을 결정하는 방법.
가치노올,명사,‘까치놀’의 옛말.
가치다신교,품사 없음,개인들이 세계를 바라보는 데 이용하던 전근대의 종교적 잣대를 버리고 여러 가지 가치를 받아들이는 성향을 이르는 말.
가치다신주의,품사 없음,개인들이 세계를 바라보는 데 이용하던 전근대의 종교적 잣대를 버리고 여러 가지 가치를 받아들이는 성향을 이르는 말.
가치다원론,품사 없음,상대론적이고 다원주의적 관점에 따라 법ㆍ질서ㆍ제도ㆍ체계 따위의 타당성을 결정하는 가치 기준이 달라진다고 주장한 소피스트들의 이론.
가치다원주의,품사 없음,어떤 특정한 가치관이나 도덕적 관점을 정하지 않고l 개인들이 자율적으로 특정 가치에 관하여 판단을 내리는 주의.
가치단계법,품사 없음,어떤 대상에 대하여 가치 판단을 할 때 그 가치를 수l 우l 미l 양l 가처럼 여러 단계로 나누어 평가하는 방법.
가치담배,명사,갑에 넣지 않고 낱개로 파는 담배.
가치당,명사,1960년대에 결성된 뉴질랜드의 정당. 녹색 정당을 표방하며 환경 오염 문제를 해결하고자 하였다.
가치동맹,품사 없음,특정한 가치나 이념 따위를 공유하는 동맹.
가치런히,부사,‘가지런히’의 방언
가치론,명사,재화의 가치를 과학적으로 설명하는 이론. 재화의 교환 가치의 본질l 성립 조건l 증식 과정 따위를 주로 다룬다.
가치론논쟁,품사 없음,마르크스의 노동 가치설을 둘러싼 논쟁. 뵘바베르크의 마르크스 비판에 대하여 힐퍼딩의 반비판이 발단이 되어 일어났다.
가치론자,명사,가치의 정의l 가치의 인식 문제l 가치와 사실 간의 관계 따위에 대하여 연구하고l 가치를 여러 판단의 중요한 기준으로 삼는 사람.
가치론적,관·명,가치의 본질l 가치 판단의 기준l 가치와 사실의 관계 따위를 다루는. 또는 그런 것.
가치르르,부사,여위어 살결이나 털이 보드랍지 못하고 조금 거친 듯하게 보이는 모양.
가치르르하다,형용사,여위어 살결이나 털이 보드랍지 못하고 조금 거친 듯하다.
가치리,명사,전라남도 진도군 지산면에 있는 이. 지산면의 서부에 위치해 있으며l 대부분 구릉지와 평지이다. 남쪽에 봉암 저수지가 넓게 자리하고 있으며l 북쪽에 가치 저수지가 있다. 서쪽에 큰애기봉과 동석산이 걸쳐 있고l 남쪽에 가매봉이 솟아 있다. 소금l 쌀l 대파 따위가 주로 생산된다.
가치마케팅,품사 없음,상품 및 서비스가 소비자에게 어떤 가치를 제공하는가에 초점을 맞추는 방식의 마케팅.
가치망,명사,기업에서 공급자l 유통업자l 경쟁자를 포함한 이들 간의 상호 작용을 통하여 각자의 이윤을 늘릴 수 있는 망.
가치명료화,품사 없음,효과적인 의사 결정을 위하여 개인의 가치를 뚜렷하고 분명하게 나타내도록 돕는 과정.
가치문제,명사,사실의 가치와 타당성을 논하여 증명하는 문제.
가치물,명사,어떤 일에 사용할 만한 가치를 지니고 있는 물건.
가치밀도,품사 없음,무게당 제품의 가치. 제품 수송 시 제품이 저장되는 지역이나 선적 방법 따위를 결정할 때 중요한 척도가 된다.
가치박탈,품사 없음,인간이 부l 존경l 애정l 권력l 명예 따위의 사회적 가치를 상실하는 일. 정치학자 라스웰이 사용한 용어이다.
가치벌레,명사,‘반딧불이’의 방언
가치법칙,품사 없음,마르크스 경제학에서 상품의 생산과 교환을 규정하는 법칙. 상품의 가치는 생산에 드는 사회적 필요 노동 시간에 따라 결정되고l 상품은 이 가치에 따라 교환된다는 내용이다.
가치베이시스,품사 없음,선물의 이론적인 가격과 실제적인 가격 사이의 차이. 선물 거래에서 선물의 가치가 얼마나 잘 매겨졌는지를 평가하기 위한 지표이다.
가치보수,품사 없음,개인의 기득권이 아닌 민족이나 국가의 발전을 수호하는 보수 세력.
가치보장,품사 없음,어떤 가치가 어려움 없이 이루어지도록 조건을 마련하여 보증하거나 보호하는 일.
가치복,명사,‘까칠복’의 방언
가치분석,품사 없음,자재 따위를 구입할 때l 제품을 구성하는 부품과 그 기능을 분석하여 원가 절감을 꾀하는 경영 기술. 최저 가격으로 최적의 조건을 충족하여 최상의 가치를 얻고자 한다.
가치분할,품사 없음,공유물 분할 방법의 하나. 협의에 의하여 공유자 한 사람이 공유물을 차지하고l 다른 공유자에게는 제 몫에 해당하는 돈을 주어 단독 소유가 되는 방법이다.
가치사니,명사,‘보추때기’의 방언
가치사슬,품사 없음,기업 활동에서 부가 가치 창출에 직접적 또는 간접적으로 관련된 모든 활동의 연계. 주 활동과 지원 활동으로 구성된다.
가치사슬부가서비스모델,품사 없음,가치 사슬에서 특정 기능을 특화하여 온라인으로 서비스를 제공하는 모델.
가치사슬분석,품사 없음,기업이 상품과 서비스를 만들어 유통하면서 고객들에게 가치를 제공하는 활동에 관한 분석.
가치사슬지도,품사 없음,고객에게 결과를 제공하기까지의 모든 단계를 네트워크의 형태로 표현한 것.
가치사슬통합모델,품사 없음,‘가치 사슬’에 나타난 여러 단계들을 통합하는 형태의 모델. 컨설팅 비용이나 거래 수수료를 수익원으로 한다.
가치사실이원론,품사 없음,행정학의 과학화를 위하여 가치와 사실을 분리해야 한다는 <FL>사이먼</FL>(Simonl H.A.)의 이론.
가치사회,명사,사람의 가치를 돈에 의하여 규정하는 사회.
가치산,명사,산가지로 셈을 하는 일. 또는 그렇게 하는 셈.
가치상승,품사 없음,외환에 대한 한 나라의 화폐 가치가 높아지는 현상. 예를 들어 1달러에 1l200원이었던 환율이 1l100원으로 변동하였다면l 원화의 가치가 달러에 비하여 상승한 것이다.
가치상승참가부저당대출,품사 없음,담보 주택의 가치 상승액의 일정 비율을 대출자가 수령하는 형태의 저당 대출.
가치상어,명사,상어의 하나. 몸의 길이는 40cm 정도로 길고 가늘며l 등 부분은 두드러지고 배 부분은 넓적하며 뒤로 갈수록 가늘다. 몸 옆에는 여러 개의 검은 줄이 있다.
가치생산물,품사 없음,상품의 가치 가운데 노동에 의하여 새롭게 만들어진 가치 부분. 생산 과정에서 소비된 노동력 가치의 보상 부분과 잉여 가치 부분을 합한 것이다.
가치생산성,품사 없음,화폐 가치 기준으로 측정한 생산성. 다품종 소량 생산 체계와 같이 품종 수가 많으나 금액 차이가 클 때 적합하다.
가치생장,품사 없음,임목의 형질 향상에 따라 단위 재적당 가치가 상승하는 일.
가치설,명사,재화가 가지는 가치의 본질과 그 결정에 대하여 설명하는 학설.
가치성,명사,값이나 보람l 쓸모가 있는 성질.
가치소비,품사 없음,소비자가 광고나 브랜드 이미지에 휘둘리지 않고 본인의 가치 판단을 토대로 제품을 구매하는 합리적인 소비 방식. 소비자는 본인이 가치를 부여하는 제품에 대해서는 과감하게 소비하되l 그렇지 않은 제품에 대해서는 저렴하고 실속 있는 제품을 선호한다.
가치수정계정,품사 없음,화폐 가치의 변동이 클 때l 회계상 자산ㆍ부채의 가치가 실제 가치와 달라지는 것을 반영하려고 두는 계정.
가치수준,품사 없음,사물이 가지고 있는 쓸모의 기준이 되는 일정한 표준이나 정도.
가치심리학,품사 없음,가치를 심리학적인 관점에서 연구하는 학문. 대상의 성질과 주관적 관심이나 요구와의 관계에서 생겨나는 가치 체험 및 가치 감정을 연구한다.
가치연합,품사 없음,정치 세력들이 정체성을 유지하면서 일관성 있는 정책을 실현하기 위해서는 가치를 기준으로 연합해야 한다는 주장.
가치윤리학,품사 없음,윤리 문제의 중심을 가치라고 보고l 윤리학을 철학적 가치론에 입각하여 수립하려는 윤리학. 신칸트파의 문화 가치의 윤리학l 현상학파의 실질적 가치 윤리학 따위가 이에 속한다.
가치의권위적배분,품사 없음,미국의 정치학자 <FL>이스턴</FL>(Eastonl D.)이 정의한 정치의 개념. <FL>이스턴</FL>은 정치를 이익의 투입과 산출 구조를 중심으로 사회적 가치들이 권위적으로 배분되는 과정이라고 보았다.
가치 의식,품사 없음,가치 판단에 작용하는 명시적이고 암묵적인 의식.
가치의양립성,품사 없음,한 사회 내에서 서로 반대되는 가치가 함께 존재하는 현상.
가치의역설,품사 없음,재화의 사용 가치와 교환 가치가 서로 일치되지 않는다는 역설적인 사실.
가치의이율배반,품사 없음,재화의 사용 가치와 교환 가치가 일치되지 않는 현상.
가치의흐름,품사 없음,자본의 가치가 증식되어 가는 과정.
가치이동,품사 없음,변화하는 시장 가치를 미리 파악하여 그것에 맞게 기업 가치를 바꾸거나 새로운 시장 가치를 실현하는 경영 전략.
가치이론,품사 없음,재화가 가치를 가지는 이유는 무엇이며l 그 가치의 본질은 무엇인가와 관련된 논의.
가치이전,품사 없음,특정 지역을 대상으로 추정한 환경 개선의 가치를 다른 지역의 인구 밀도나 1인당 평균 소득의 차이 따위에 맞추어 조절한 후 그대로 적용하는 방법.
가치일반화,품사 없음,여러 사물이나 현상에 있는 특성들 가운데 공통된 부분을 부각하여 하나의 개념이나 법칙으로 만들어 가는 과정이나 그 결과.
가치일자,품사 없음,수신자가 자금의 처분권을 가지고 있는 날짜.
가치있는빈민,품사 없음,한때 과부l 장애인l 예상하지 못한 경제적 변화 때문에 가난해진 사람들을 지칭했던 용어. 이러한 사람들은 정직하고 근면하다고 생각되었다. 이 용어는 20세기 이전에 원조를 받을 만한 가치가 있는 사람들과 그렇지 못한 사람들l 또는 무가치한 빈민을 구별하기 위하여 사용되었다.
가치자유,품사 없음,개인적인 견해와 가치를 개입하지 않고 과학적 객관성을 탐구하는 사회 과학자들의 책임을 이르는 말.
가치작,품사 없음,‘가치작거리다’의 어근.
가치작가치작,부사,조금 거추장스럽게 여기저기 자꾸 거치거나 닿는 모양.
가치작가치작하다,동사,조금 거추장스럽게 여기저기 자꾸 거치거나 닿다.
가치작거리다,동사,조금 거추장스럽게 자꾸 여기저기 거치거나 닿다.
가치작대다,동사,조금 거추장스럽게 자꾸 여기저기 거치거나 닿다.
가치장,명사,수출입 화물에 대한 분류l 포장l 검사 따위를 위하여 화물을 모아 잠시 보관하는 장소.
가치재,명사,소득 수준에 관계없이 모든 사람에게 필요한 것으로 간주하는 재화 또는 서비스. 학교 급식l 의무 교육l 저임대 주택 따위가 이에 해당한다.
가치저장,품사 없음,구매력이 미래로 이어지게 하는 화폐의 기능.
가치적,관·명,인간의 욕구나 관심의 대상 또는 목표가 되는 진l 선l 미 따위와 관련된. 또는 그런 것.
가치전달네트워크,품사 없음,가치 생산자와 가치 소비자의 연결 구조. 처음 단계의 가치 생산자가 필수적 전달 체계를 통해 가치를 전달하면 다음 단계에서 최초로 가치를 전달받은 구성원이 가치를 확산하는 그물형 구조이다.
가치전제,품사 없음,특정 사태의 바람직한 상태를 제시하는 가치 판단.
가치전환,품사 없음,종래의 모든 도덕적 가치l 특히 기독교적인 가치를 부정하고l 지금까지 금지하였거나 업신여겼던 가치를 긍정하는 태도. 니체가 만든 용어이다.
가치점,명사,백화점보다 더 좋은 서비스를 제공하고 할인점보다 더 낮은 가격에 물건을 파는 상점.
가치제안,품사 없음,상품 구입으로 얻게 되는 고객의 편익과 그 구입 비용 간의 차이를 설명하는 일.
가치조화,품사 없음,조직과 구성원이 가지는 가치를 이해하고 이들 사이의 가치를 조화롭게 만드는 일.
가치주,명사,기업의 실질적인 가치보다 낮게 평가되어 상대적으로 낮은 가격에 거래되는 주식.
가치주펀드,품사 없음,상대적으로 저평가되어 있는 가치주에 주로 투자하는 실적 배당형 성격의 투자 기금.
가치중립,품사 없음,하나의 가치관에 치우치지 않고 중간적 태도에 있음.
가치중립성,품사 없음,경험 과학이 객관성을 지니기 위해서는 가치 판단으로부터 분리되어야 한다는 학문적 태도. 독일의 사회학자 베버의 주장으로 이론의 실천적 의도 및 가치 판단의 개입을 엄격하게 거부하였다.
가치중립적,품사 없음,사회 과학을 연구할 때 연구 대상에 대한 연구자의 감정이나 가치 판단을 배제하고 그 대상을 하나의 사실로 파악해야 하는. 또는 그런 것. 독일의 사회학자 베버가 주장하였다.
가치중립적판단,품사 없음,사물이나 현상을 관찰할 때l 관찰자의 감정이나 가치 판단을 배제하고l 대상을 하나의 사실로 파악하여 내리는 판단.
가치중심경영,품사 없음,장기적으로 현금 흐름을 최대화할 수 있는 가치의 창출에 우선순위를 두는 기업 경영. 매출액과 시장 점유율 따위의 회계상 이익이나 외형적 성장보다는 실질적이고 중장기적인 이익에 초점을 둔다.
가치 증대,품사 없음,사물이 지니고 있는 쓸모가 커짐. 또는 사물이 지니고 있는 쓸모를 크게 함.
가치지표,품사 없음,어느 정도의 가치를 지니고 있는지 파악하기 위해 나타낸 표시.
가치지향,품사 없음,어떤 가치에 뜻이 쏠려 향하는 일. 사람이 어떤 행동을 하려고 할 때 대상이나 수단 등 여러 가지 선택의 상황에 직면하게 되는데l 그 경우 어떤 특정의 가치를 의도적으로 추구하거나 따르도록 힘이 작용하는 것을 말한다.
가치지향적,품사 없음,어떤 사고나 행위를 할 때l 가치의 문제를 가장 중요한 기준으로 삼는. 또는 그런 것.
가치지향적논의,품사 없음,가치의 문제를 가장 중요한 기준으로 삼아 어떤 문제에 대하여 서로 의견을 내어 토의하는 일.
가치지향적사고,품사 없음,가치의 문제를 가장 중요한 기준으로 삼는 사고.
가치지향적태도,품사 없음,어떤 사물이나 상황 따위를 대할 때l 가치의 문제를 가장 중요한 기준으로 삼는 태도.
가치지향적행위,품사 없음,어떤 일을 할 때l 가치의 문제를 가장 중요한 기준으로 삼는 행위.
가치 창조,품사 없음,전에 없던 가치를 새롭게 이룩함.
가치창조경영,품사 없음,장기적으로 현금 흐름을 최대화할 수 있는 가치의 창출에 우선순위를 두는 기업 경영. 매출액과 시장 점유율 따위의 회계상 이익이나 외형적 성장보다는 실질적이고 중장기적인 이익에 초점을 둔다.
가치 창조적,품사 없음,전에 없던 가치를 새롭게 이룩하는. 또는 그런 것.
가치척도,품사 없음,상품 따위의 가치를 재는 기준. 화폐를 모든 상품의 공통된 가치 척도로 쓰고 있다.
가치철학,품사 없음,가치를 근본 원리로 삼고 그 보편타당성에 관하여 연구하는 철학. 철학의 문제는 실재(實在) 그 자체를 논하는 것이 아니고 진l 선l 미 따위의 보편타당한 가치를 기초로 하는 학문이라고 주장한다. 독일의 빈델반트나 리케르트 등이 대표적인 학자들이다.
가치체계,품사 없음,어떤 대상의 중요성을 판단하고 결정하는 일정한 체계.
가치콘텐츠,품사 없음,각종 유무선 통신망을 통하여 제공하는l 쓸모나 중요성이 있는 디지털 정보.
가치토대,품사 없음,기업의 가치를 결정하는 비재무적 요인. 기업 혁신l 브랜드l 고객l 공급망l 인재l 명성 따위가 있다.
가치토큰,품사 없음,판매 지점에서 지불 계기까지 전송할 때 화폐 가치나 전력량 가치로 신용의 양을 나타내는 토큰값.
가치통합,품사 없음,개인의 가치를 조직의 가치와 일치하는 방향으로 조율하는 일.
가치투자,품사 없음,저평가된 기업의 주식을 가치보다 싼 가격에 매수하여 적정한 가격에 파는 일.
가치투자자,품사 없음,저평가된 기업의 주식을 가치보다 싼 가격에 매수하여 적정한 가격에 파는 사람.
가치투자펀드,품사 없음,기업의 가치를 평가한 것을 바탕으로 주권l 채권 따위를 구입하여 투자하는 실적 배당형 성격의 투자 기금.
가치파괴,품사 없음,투자된 자본의 수익률이 자본을 조달하는 데 드는 비용보다 적은 현상.
가치판단,품사 없음,판단하는 사람의 가치관이 개입되는 판단. 주로 진l 선l 미 따위의 가치 일반의 문제와 관련되기 때문에 객관적인 진위의 판별이 쉽지 않다. 이를테면 ‘이 꽃은 아름답다.’나 ‘철수는 착하다.’와 같은 판단이 이에 속한다.
가치판단논쟁,품사 없음,19세기 말부터 20세기 초에 걸쳐 독일의 사회 과학자들 사이에서 벌어진 것으로l 정책 목적의 객관적 정당성과 경제 사회 정책의 과학성에 관한 논쟁.
가치편향,품사 없음,가치가 한쪽으로 치우침. 또는 그런 경향.
가치편향적,품사 없음,가치가 한쪽으로 치우치거나 그런 경향이 있는. 또는 그런 것.
가치 평가,품사 없음,대상이 가진 가치를 판단하고 평함.
가치평가,품사 없음,특정 자산을 소유하기 위한 대가의 크기를 화폐 단위를 이용하여 공정히 측정하는 일.
가치평가계약,품사 없음,공사 완공 시에 계약액을 확정하는 계약. 합의된 내역을 토대로 수행된 작업을 측정하여 그 가치를 평가해서 액수를 확정한다.
가치표시기능,품사 없음,화폐의 기능 가운데 하나. 모든 재화의 가치를 표시하는 공통 척도로서의 기능을 말한다.
